VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJYGDEF5L,Thurston,Lacey,WA,98516,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,124535071,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012221
1N4BZ1CP1K,King,Sammamish,WA,98074,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,45,102359449,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318
5YJXCDE28G,King,Kent,WA,98031,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,33,228682037,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029305
JHMZC5F37M,Kitsap,Poulsbo,WA,98370,2021,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,23,171566447,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090400
WA1F2AFY4P,Thurston,Olympia,WA,98501,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,22,234923230,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400
3FA6P0SU9L,Thurston,Olympia,WA,98512,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,35,152280740,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067011000
WAUUPBFF7H,King,Seattle,WA,98136,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,34,193332373,POINT (-122.388675 47.5415),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011601
1N4AZ1CP0K,Thurston,Olympia,WA,98512,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,35,477446616,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067011000
5YJXCAE2XG,Kitsap,Bremerton,WA,98310,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,23,103165100,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080400
5YJ3E1EA1J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,476172749,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051926
1FADP3R43D,Thurston,Olympia,WA,98502,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,22,107910344,POINT (-122.92145 47.045935),PUGET SOUND ENERGY INC,53067012002
WBY1Z8C55H,Thurston,Centralia,WA,98531,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,20,251164693,POINT (-122.962555 46.716875),PUGET SOUND ENERGY INC,53067012710
JTDKARFP5J,Snohomish,Bothell,WA,98021,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,1,475228582,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051938
5YJ3E1EA7J,Thurston,Lacey,WA,98516,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,254277313,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
1N4BZ0CPXG,King,Bellevue,WA,98006,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,41,175441542,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
WBY7Z2C52J,King,Seattle,WA,98144,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,37,148213054,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900
KNDCD3LD5J,Thurston,Yelm,WA,98597,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,2,474286284,POINT (-122.61023 46.94126),PUGET SOUND ENERGY INC,53067012422
5YJSA1E24H,Snohomish,Bothell,WA,98012,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,1,127339159,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052009
3FA6P0PU7H,Thurston,Olympia,WA,98501,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,175377835,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010100
WBY8P8C53K,King,Seattle,WA,98126,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,34,240735113,POINT (-122.374105 47.54468),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010501
1N4AZ0CP5F,Yakima,Yakima,WA,98908,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,14,231664408,POINT (-120.6027202 46.5965625),PACIFICORP,53077002804
1FADP5CU2F,Kitsap,Bremerton,WA,98312,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,26,148356596,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035081100
1N4BZ0CP9H,Snohomish,Edmonds,WA,98020,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,32,179409142,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050700
JHMZC5F38L,Thurston,Tumwater,WA,98501,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,22,101967323,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010802
1G1RA6E40E,Kitsap,Bremerton,WA,98312,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,35,263798671,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091301
5YJ3E1EB0L,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,44,6199651,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052104
1N4AZ0CP1D,King,Duvall,WA,98019,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,45,178173908,POINT (-121.9810747 47.7377962),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402
1N4AZ1CV3M,Snohomish,Bothell,WA,98012,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,253561556,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051922
5YJXCBE20H,Yakima,Yakima,WA,98902,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,15,148260080,POINT (-120.524012 46.5973939),PACIFICORP,53077001100
YV4H60CW2P,Snohomish,Lynnwood,WA,98036,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,32,240568947,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051930
1C4JJXP64M,Kitsap,Poulsbo,WA,98370,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,23,244473694,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035940100
5YJXCAE21H,Island,Oak Harbor,WA,98277,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,10,198896260,POINT (-122.6788673 48.2897314),PUGET SOUND ENERGY INC,53029970300
KNDRMDLH0N,Skagit,Mount Vernon,WA,98273,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,39,180810829,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952304
1C4JJXR66M,Thurston,Yelm,WA,98597,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,152549631,POINT (-122.61023 46.94126),PUGET SOUND ENERGY INC,53067012412
5YJ3E1EB3L,King,Seattle,WA,98109,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,36,126148851,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006702
1N4BZ0CP8H,Grant,Moses Lake,WA,98837,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,13,192768747,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025010904
5YJ3E1EA8J,Thurston,Tumwater,WA,98501,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,474799384,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011720
KNDCC3LGXL,Kitsap,Bainbridge Island,WA,98110,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,141022997,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700
5YJYGDEF9L,Chelan,Manson,WA,98831,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,12,107762469,POINT (-120.1531 47.885505),PUD NO 1 OF CHELAN COUNTY,53007960400
JM3KKEHA8R,Thurston,Tumwater,WA,98501,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,241547120,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010802
KNDCD3LD2J,Kitsap,Bremerton,WA,98312,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,26,254357505,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035081100
5YJXCBE27G,King,Issaquah,WA,98027,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,5,198158320,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006
5YJYGDEF9L,King,Issaquah,WA,98027,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,5,104142762,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104
5UX43EU04R,Snohomish,Bothell,WA,98021,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,1,255641109,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051918
5YJ3E1EB2K,Thurston,Olympia,WA,98516,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,2,223833389,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012320
5YJ3E1EB8J,Skagit,Bow,WA,98232,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40,342689273,POINT (-122.440636 48.5613885),PUGET SOUND ENERGY INC,53057950801
1N4BZ0CP7H,Chelan,Leavenworth,WA,98826,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,12,237813152,POINT (-120.6619153 47.5970083),PUD NO 1 OF CHELAN COUNTY,53007960202
1C4JJXP60N,Walla Walla,Walla Walla,WA,99362,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,16,211247655,POINT (-118.34332 46.063985),PACIFICORP,53071920902
JTDKARFP3H,Skagit,Bow,WA,98232,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,40,140384240,POINT (-122.440636 48.5613885),PUGET SOUND ENERGY INC,53057950801
1FADP5CU2F,Thurston,Olympia,WA,98503,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,2,113722514,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011627
5YJSA1E28J,King,Issaquah,WA,98027,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,5,207065442,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104
1N4AZ0CP7D,Thurston,Olympia,WA,98501,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,127881666,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400
5YJ3E1EA0L,Snohomish,Lake Stevens,WA,98258,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,44,3587958,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052607
1N4AZ0CP3D,Spokane,Spokane,WA,99205,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,3,171266742,POINT (-117.42694 47.67946),MODERN ELECTRIC WATER COMPANY,53063001100
WBY1Z4C53E,Kitsap,Bremerton,WA,98311,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,23,101036617,POINT (-122.6466274 47.6341188),PUGET SOUND ENERGY INC,53035091600
2C4RC1N73K,Kitsap,Port Orchard,WA,98367,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,26,476504941,POINT (-122.6847073 47.50524),PUGET SOUND ENERGY INC,53035092802
1N4AZ1CP1J,Kitsap,Port Orchard,WA,98366,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,26,243453059,POINT (-122.639265 47.5373),PUGET SOUND ENERGY INC,53035092400
JTDKARFP8L,Yakima,Yakima,WA,98902,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,14,8481000,POINT (-120.524012 46.5973939),PACIFICORP,53077000100
5YJSA1E26H,Thurston,Olympia,WA,98512,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,180596034,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067010910
1FADP3R48H,King,Seattle,WA,98168,2017,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,0,33,240996129,POINT (-122.286465 47.476),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026400
KNDJX3AE2G,Snohomish,Snohomish,WA,98296,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,44,303656587,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052120
3C3CFFGE3D,Snohomish,Lynnwood,WA,98036,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,1,314896760,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051932
5YJYGDEE5L,Snohomish,Lynnwood,WA,98087,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,21,109019165,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061041816
1N4BZ0CP5H,Kittitas,Kittitas,WA,98934,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,13,258342843,POINT (-120.419015 46.98568),PUGET SOUND ENERGY INC,53037975700
1G1FY6S05K,Snohomish,Lynnwood,WA,98037,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,32,240627635,POINT (-122.297265 47.84182),PUGET SOUND ENERGY INC,53061051702
5YJXCBE22H,Snohomish,Snohomish,WA,98296,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,1,113289473,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052107
1N4AZ0CP4F,Snohomish,Snohomish,WA,98296,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,44,126363296,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052121
5YJ3E1EA7J,Snohomish,Snohomish,WA,98290,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,325438039,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052302
1N4BZ1CPXK,Chelan,Chelan,WA,98816,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,12,4753675,POINT (-120.015875 47.839895),PUD NO 1 OF CHELAN COUNTY,53007960303
3C3CFFGE6G,Yakima,Naches,WA,98937,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,14,202801616,POINT (-120.69918 46.7305),PACIFICORP,53077003002
1N4BZ0CP6H,Snohomish,Lake Stevens,WA,98258,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,44,348994019,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052604
1FADP3R43G,Snohomish,Stanwood,WA,98292,2016,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,10,348274244,POINT (-122.3684051 48.2414921),PUGET SOUND ENERGY INC,53061053202
5YJXCDE2XJ,Skagit,Mount Vernon,WA,98273,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,39,211798065,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057951300
5YJ3E1EAXL,Snohomish,Snohomish,WA,98296,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,112369428,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052108
WBY8P4C53K,Skagit,Mount Vernon,WA,98274,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,10,254556585,POINT (-122.322955 48.4152),PUGET SOUND ENERGY INC,53057952403
5YJYGDEE3L,Snohomish,Snohomish,WA,98296,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,124508387,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052122
5YJ3E1EA5J,King,Issaquah,WA,98027,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,5,185435708,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032102
KNDCD3LD5K,Yakima,Yakima,WA,98901,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,15,477203443,POINT (-120.500225 46.6043),PACIFICORP,53077001602
5YJ3E1EA2P,Kitsap,Bremerton,WA,98312,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,255505687,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080800
5YJ3E1EA2J,Thurston,Olympia,WA,98501,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,223442537,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400
5YJSA1E2XL,Kittitas,Cle Elum,WA,98922,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,13,112855305,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975104
5YJ3E1EB2L,Chelan,Wenatchee,WA,98801,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,12,128897450,POINT (-120.32009 47.42255),PUD NO 1 OF CHELAN COUNTY,53007960700
1N4BZ0CP4G,Spokane,Spokane,WA,99205,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,3,208951263,POINT (-117.42694 47.67946),MODERN ELECTRIC WATER COMPANY,53063001900
1N4AZ0CP7D,Thurston,Olympia,WA,98502,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,226147498,POINT (-122.92145 47.045935),PUGET SOUND ENERGY INC,53067010600
5YJSA1E20F,Yakima,Yakima,WA,98903,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,14,233774187,POINT (-120.477805 46.553505),PACIFICORP,53077002803
JN1AZ0CP0C,Whitman,Pullman,WA,99163,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,9,154824582,POINT (-117.17912 46.730885),AVISTA CORP,53075000400
5YJYGDEF7L,Yakima,Yakima,WA,98901,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,15,124029356,POINT (-120.500225 46.6043),PACIFICORP,53077001602
1N4AZ0CP1D,NA,NA,AP,NA,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,NA,112277063,NA,NA,NA
1G1RB6S54H,Yakima,Yakima,WA,98908,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,14,177101662,POINT (-120.6027202 46.5965625),PACIFICORP,53077000904
1N4AZ0CP3D,Snohomish,Brier,WA,98036,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,1,115967218,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051913
1N4BZ0CP3H,Snohomish,Marysville,WA,98270,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,38,252874023,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052905
1N4AZ1CP7J,Snohomish,Lynnwood,WA,98036,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,32,349513923,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051702
3FA6P0PU2D,Walla Walla,Walla Walla,WA,99362,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,16,237116022,POINT (-118.34332 46.063985),PACIFICORP,53071920802
5YJYGDEF4L,Snohomish,Edmonds,WA,98020,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,32,104191930,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050700
WA1F2AFY6M,Island,Freeland,WA,98249,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,10,148575108,POINT (-122.544745 48.03024),PUGET SOUND ENERGY INC,53029971900
5YJ3E1EB3L,Snohomish,Edmonds,WA,98020,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,21,4643586,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050403
5YJ3E1EA8J,Walla Walla,Walla Walla,WA,99362,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,16,477638731,POINT (-118.34332 46.063985),PACIFICORP,53071920702
5YJYGDEE0M,Island,Langley,WA,98260,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,141943140,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029971900
W1N9M0CB3P,Cowlitz,Longview,WA,98632,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,19,253352788,POINT (-122.9379953 46.1372997),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000400
WVGKMPE24N,Clark,Vancouver,WA,98664,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,228174446,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041206
KM8KNDAF3P,Snohomish,Everett,WA,98204,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,249893857,POINT (-122.240535 47.91139),PUGET SOUND ENERGY INC,53061041810
7SAYGDEE4N,Jefferson,Port Townsend,WA,98368,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24,208666202,POINT (-122.7644197 48.1195874),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950604
5YJ3E1EA0J,King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,349035263,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
JTDKARFP1J,Thurston,Olympia,WA,98501,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,475619672,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400
5YJ3E1EB6J,King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,474594417,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
WAUUPBFF3G,Snohomish,Bothell,WA,98012,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,1,161824953,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052107
5YJ3E1EA9K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,478028904,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051918
5YJ3E1EB8N,King,Kirkland,WA,98034,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,236547818,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
